"SpName","modelName","pval","adjRsquare","MinMass_used","MaxMass_used","Mean_used","include_bio1","bio1_mean","bio1_breadth","include_bio12","bio12_mean","bio12_breadth","include_bio4","bio4_mean","bio4_breadth","include_bio15","bio15_mean","bio15_breadth"
"Sorex_trowbridgii","m10",8.49e-40,0.04206379,1.7,9.4,4.84389935712702,"Y",90.8921394657331,104,"Y",1371.65066423673,2180,"N",5255.0657522421,4022,"Y",67.2436813582082,46
"Sorex_vagrans","m10",1.9e-37,0.095695124,1.2,9.35,4.81902197802198,"Y",66.5982172572967,122,"Y",792.1758866685,2130,"N",6946.28306828541,5354,"Y",42.7902817370165,69
"Sphyrapicus_nuchalis","m8",6.65e-06,0.080983587,29.5,63,45.9695890410959,"Y",89.8474543375402,215,"Y",419.327164573695,814,"Y",7659.93318750721,5670,"Y",45.4202887147368,89
"Sphyrapicus_ruber","m8",9.18e-11,0.116244645,33,72.2,48.224100877193,"Y",89.3757881261002,158,"Y",1151.00897743639,2865,"Y",5921.40409665546,5516,"Y",55.5515442470795,68
"Spinus_psaltria","m8",3.78e-06,0.040860359,5.5,14.7,9.17607329842932,"Y",151.999322536525,217,"Y",611.539874477522,1937,"Y",5875.03020038432,8327,"Y",63.2657148091811,95
"Spinus_tristis","m8",2.53e-15,0.094342991,3.2,22.5,12.505508152951,"Y",93.6197510135975,193,"Y",773.583252889098,1319,"Y",8861.14339989519,8196,"Y",38.8106882808837,68
"Strix_varia","m8",1.57e-13,0.326559629,211.1,1190,712.145054945055,"Y",104.298252815925,181,"Y",1040.52481203482,1141,"Y",8685.01850758334,7471,"Y",28.0902043381194,54
"Sturnella_magna","m10",2.09e-41,0.455178348,29.6,139.9,102.39762611276,"Y",141.01155389697,220,"Y",1132.61063802703,1810,"N",7570.18299309245,10708,"Y",32.7407290780332,80
"Sylvilagus_audubonii","m8",0.000120638,0.163891747,149.3,1160,667.141240875912,"Y",143.754015038093,186,"Y",369.175142397808,601,"Y",6954.0846376107,7176,"Y",64.5464816277824,89
"Sylvilagus_floridanus","m8",0.000230766,0.169175744,309.2,1616,1088.39338709677,"Y",146.225208798797,197,"Y",977.426109337237,1423,"Y",7185.40141586557,10137,"Y",44.3941482121915,99
"Synaptomys_borealis","m8",6.27e-06,0.049049907,7.46,42,22.1205093378608,"Y",-20.4434809472574,143,"Y",583.580536054799,1563,"Y",11494.0764293552,9798,"Y",44.4216664358535,56
"Tamias_amoenus","m8",2.37e-39,0.135105763,17,76.7,45.7120075471698,"Y",43.7435332620052,106,"Y",643.836843098999,1611,"Y",7536.03581093839,3666,"Y",35.5298508402039,60
"Tamias_dorsalis","m8",1.5e-11,0.262308208,24.6,92.2,59.4636138613861,"Y",105.548163247604,163,"Y",406.073079758858,732,"Y",7309.2985427419,5459,"Y",48.5104957279785,95
"Tamias_minimus","m8",1.36e-77,0.205236026,10,70,37.7871034271726,"Y",39.5865311336435,143,"Y",494.524891672776,691,"Y",9850.74459815499,6214,"Y",41.0810077153661,54
"Tamias_speciosus","m8",2.11e-13,0.137928504,22,94.2,54.489829787234,"Y",59.7115568290353,104,"Y",753.930595351799,910,"Y",6155.21840178287,1504,"Y",66.4457179242279,36
"Tamias_striatus","m10",0.002239358,0.076293673,22.5,171,87.278743718593,"Y",83.8975319699194,138,"Y",999.385499197109,758,"N",9602.92536024124,5008,"Y",22.8892380745444,43
"Tamias_townsendii","m10",3.5e-19,0.098226289,19,122.2,70.1907543103448,"Y",82.6557029177719,84,"Y",1647.59372236958,2061,"N",5157.32024756852,3809,"Y",60.9590627763042,31
"Tamiasciurus_douglasii","m10",3.16e-41,0.355347199,66.3,325,194.316558441558,"Y",80.4795918367347,99,"Y",1286.66975881262,2262,"N",5552.60815483218,3952,"Y",62.1396103896104,45
"Tamiasciurus_hudsonicus","m8",7.97e-69,0.209118374,52,380,205.902442105263,"Y",32.8991848521404,173,"Y",730.143240544612,1520,"Y",10054.3975197342,9400,"Y",36.2621613250145,58
"Thomomys_bottae","m8",3.47e-44,0.128989582,28.8,219,110.499936588459,"Y",143.60554922149,186,"Y",380.702930399742,1164,"Y",6770.22937536445,5635,"Y",61.0973724749563,92
"Thomomys_talpoides","m8",3.57e-11,0.108751096,24,158,80.3996449704142,"Y",60.2790174615107,119,"Y",473.281486642586,1194,"Y",8332.40414504605,6527,"Y",41.0759578772377,58
"Thryomanes_bewickii","m8",3.84e-30,0.199243744,5,16.6,9.96234604133539,"Y",144.254236696968,167,"Y",619.020875024524,1582,"Y",6745.4153249188,7648,"Y",55.4515815403396,88
"Thryothorus_ludovicianus","m10",4.99e-09,0.245114392,10,25.1,18.6116766467066,"Y",140.422090271788,146,"Y",1115.75871315155,865,"N",8134.16007098786,5343,"Y",23.1268051040492,39
"Tympanuchus_phasianellus","m8",7.57e-22,0.471830167,369,1004,769.172905027933,"Y",22.1744167499954,147,"Y",508.734554533799,588,"Y",11416.9211055831,7611,"Y",46.8706789195689,52
"Tyto_alba","m8",2.64e-11,0.151580861,234,662,417.041634365938,"Y",158.293378021012,184,"Y",910.851977104154,2409,"Y",6461.91578496884,9061,"Y",48.7085105838627,96
"Vireo_cassinii","m8",2.01e-06,0.080970299,11.7,19.8,14.5253125,"Y",114.447628055879,233,"Y",590.605389018238,1795,"Y",6476.58764551804,7344,"Y",57.7507033372138,94
"Vireo_gilvus","m8",4.2e-19,0.151997966,6.5,20.2,11.8053872053872,"Y",96.0789674556512,229,"Y",714.925244345534,1366,"Y",8575.20010889958,11214,"Y",43.2758738257674,93
"Zapus_hudsonius","m8",1.7e-22,0.162364359,5.5,33,17.3649842271293,"Y",59.8879802680092,141,"Y",766.884366974343,1014,"Y",10059.4132784092,6416,"Y",36.3917181580085,58
"Zapus_princeps","m8",7.33e-16,0.090179003,7.2,43.7,23.7660663507109,"Y",39.2788575231703,114,"Y",583.386541770216,1210,"Y",8257.30634323867,7026,"Y",38.2795089105546,62
"Zapus_trinotatus","m8",0.000192212,0.042771578,7.2,38,24.0326990291262,"Y",80.9577089270939,96,"Y",1759.3263767583,2051,"Y",4978.54206123012,4146,"Y",60.875976831847,38
"Zonotrichia_albicollis","m8",2.29e-11,0.09493622,10.7,49,26.5090572429105,"Y",70.8684361026942,231,"Y",775.404871244469,1168,"Y",9915.18900056571,8843,"Y",39.1646458932294,69
"Zonotrichia_leucophrys","m8",8.1e-71,0.150515944,9.3,41.6,26.7975522813688,"Y",66.012474973374,308,"Y",685.976849114695,1341,"Y",9195.24230322169,11287,"Y",43.2464100738979,87
