"sp","decimallongitude","decimallatitude"
"Neurotrichus_gibbsii","-124.049444","41.549444"
"Neurotrichus_gibbsii","-122.332056694096","43.2052507368914"
"Neurotrichus_gibbsii","-122.430459815712","43.2486493461253"
"Neurotrichus_gibbsii","-122.233555284903","43.2631509673326"
"Neurotrichus_gibbsii","-121.346186748004","47.7114284975105"
"Neurotrichus_gibbsii","-122.542046492094","47.642817134975"
"Neurotrichus_gibbsii","-121.158779","46.97693"
"Neurotrichus_gibbsii","-122.1167","49.0667"
"Neurotrichus_gibbsii","-122.133803","37.435155"
"Neurotrichus_gibbsii","-124.1131","48.0661"
"Neurotrichus_gibbsii","-122.66367","39.39608"
"Neurotrichus_gibbsii","-122.198437454592","37.3486025620553"
"Neurotrichus_gibbsii","-121.888037206991","37.0924309536677"
"Neurotrichus_gibbsii","-120.55633286408","49.4273348504545"
"Neurotrichus_gibbsii","-122.61937702377","38.1209920459113"
"Neurotrichus_gibbsii","-121.8875","47.5675"
"Neurotrichus_gibbsii","-122.833333","47.633333"
"Neurotrichus_gibbsii","-123.333333","45.666667"
"Neurotrichus_gibbsii","-122","42.7"
"Neurotrichus_gibbsii","-122.1","42.933333"
"Neurotrichus_gibbsii","-122.612365104549","48.4112089110396"
"Neurotrichus_gibbsii","-121.5777","46.6430999990584"
"Neurotrichus_gibbsii","-122.083333","46.030833"
"Neurotrichus_gibbsii","-120.625428103313","49.1307339687124"
"Neurotrichus_gibbsii","-121.815","47.3514999990601"
"Neurotrichus_gibbsii","-122.487869662738","48.7594158337532"
